Reporting Range=["Quarterly"],Select year=["2025"],Select quarter=["1"],Brand=["NEWELEVEN"]
"ASIN Title",ASIN,Category,"Impressions: Impressions","Impressions: Rating (Median)","Impressions: Price (Median)","Impressions: Same Day Shipping Speed","Impressions: 1D Shipping Speed","Impressions: 2D Shipping Speed","Clicks: Clicks","Clicks: Click Rate (CTR)","Clicks: Price (Median)","Clicks: Same Day Shipping Speed","Clicks: 1D Shipping Speed","Clicks: 2D Shipping Speed","Cart Adds: Cart Adds","Cart Adds: Price (Median)","Cart Adds: Same Day Shipping Speed","Cart Adds: 1D Shipping Speed","Cart Adds: 2D Shipping Speed","Purchases: Purchases","Purchases: Search Traffic Sales","Purchases: Conversion Rate %","Purchases: Rating (Median)","Purchases: Price (Median)","Purchases: Same Day Shipping Speed","Purchases: 1D Shipping Speed","Purchases: 2D Shipping Speed","Reporting Date"
"NewEleven Gifts For Her - Cow Gifts For Women - Stuff For Cow Lovers - Cute Funny Birthday Gift For Women, Best Friend, Sister, Daughter, Coworker - 16 Oz Coffee","B0C242DYT4","Kitchen","28851",,"16.98","719","11334","9951","252","0.87","16.98","13","101","86","98","16.98","6","38","32","23","383.44","9.13",,"16.98","3","10","8","2025-03-31"
"NEWELEVEN Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gifts For Coworkers, Colleagues, Boss, Work Bestie, Women, Friends - 16 Oz Coffee Glass","B0C2TBXN53","Kitchen","174",,"9.99","0","10","74","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2025-03-31"
"NewEleven Retirement Gifts For Woman 2025 - Happy Retirement Gifts For Coworker Leaving - Farewell, Goodbye Presents For Women, Coworkers, Friends - 20 Oz Tumbler","B0C3CW184G","Kitchen","12812",,"16.98","351","6236","4053","200","1.56","16.98","8","85","69","61","16.98","4","26","21","26","440.28","13.0",,"16.98","1","10","10","2025-03-31"
"NEWELEVEN 50th Birthday Gifts For Men Women - Vintage 1973 50th Birthday Decorations For Men Women - 50 Year Old Gifts for Men, Women, Mom, Dad, Wife, Husband - 20 Oz Beer Can Glass","B0C5J7B5C5","Kitchen","168",,"12.98","1","17","52","2","1.19","12.98","0","1","1","1","12.98","0","1","0","1","12.98","50.0",,"12.98","0","1","0","2025-03-31"
"NewEleven 40th Birthday Gifts for Men Women - Vintage 1983 50th Birthday Decorations Men Women - Retro Trucker Hat (1983 Black)","B0C6DL59L9","Toys","307",,"25.98","0","66","88","4","1.3","25.98","0","1","1","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-03-31"
"NewEleven Mothers Day Gifts For Mom - Birthday Gifts For Mom From Kids – Unique Birthday Present Ideas For Mother, New Mom, Mom To Be, Wife From Daughter, Son, Husband - 16 Oz Coffee Glass","B0C9BZRC4K","Kitchen","399363",,"15.98","13975","202026","124453","2913","0.73","15.98","106","1630","813","1511","15.98","53","876","415","402","6729.1","13.8",,"15.98","14","255","96","2025-03-31"
"NewEleven 30th Birthday Gifts For Her, Women - 1995 30th Birthday Decorations for Women, Her - 30 Year Old Gifts Idea for Best Friend, BFF, Sister- 16 Oz Coffee Glass","B0C9BZT9D8","Kitchen","154",,"16.98","0","7","66","1","0.65","16.98","0","0","1","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-03-31"
"NEWELEVEN Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gifts For Coworkers, Colleagues, Boss, Work Bestie, Women, Friends - 16 Oz Coffee Glass","B0C9C2TTSR","Kitchen","760",,"14.98","1","46","154","5","0.66","14.98","0","0","0","2","14.98","0","0","0","0","0.0","0.0",,,"0","0","0","2025-03-31"
"NewEleven Gifts For Sister From Sister, Brother - Unique Birthday Present For Sisters, Soul Sis, Big, Little Sisters, Sis In Law, Sibling, Bestie - 16 Oz Coffee Glass","B0C9C5VX7S","Kitchen","169845",,"16.98","1693","38823","83348","989","0.58","16.98","14","254","482","396","16.98","4","108","181","95","1903.44","9.61",,"16.98","1","36","40","2025-03-31"
"NewEleven Mothers Day Gifts For Aunt From Niece, Nephew - Cool Gifts For Aunt, New Auntie, Sister - Aunty Birthday Gift, Announcement, Promoted To Auntie, Best Aunty Ever - 20 Oz Tumbler","B0C9D2PHMH","Kitchen","119036",,"19.98","6131","59573","34727","813","0.68","15.98","56","448","201","394","15.98","25","219","105","130","2494.76","15.99",,"15.98","8","73","35","2025-03-31"
"NewEleven Galentines Gifts For Women, Her - Birthday Gifts For Women, Friends, Her - Glass Cups With Bamboo Lids and Straws For Coffee, Smoothies, Cocktail, And aesthetic cup (Color Changing)","B0CBJQHG8B","Kitchen","3710",,"9.99","15","463","1585","74","1.99","9.99","0","6","36","28","9.99","0","4","14","5","49.95","6.76",,"9.99","0","1","2","2025-03-31"
"NewEleven Gifts For Friends, Bestie – Work Bestie Presents For Women Friends - Appreciation Gifts For Coworkers, Unique Present Ideas For Coworker Leaving, Farewell Party – 16 Oz Coffee Glass","B0CBJQZCFY","Kitchen","20825",,"12.98","629","9520","6834","209","1.0","12.98","9","92","77","68","12.98","3","30","25","15","245.64","7.18",,"12.98","1","5","7","2025-03-31"
"NewEleven Gifts For Nurse - Nurse Gift For Women - Caregiver Appreciation Gifts, Nursing Student, Nurses Practitioner - RN Gift For Nurses Women - 16 Oz Coffee Glass","B0CBJR253J","Kitchen","53384",,"15.98","2380","22776","20661","355","0.66","15.98","16","148","149","169","15.98","7","81","66","24","389.9","6.76",,"15.98","0","15","9","2025-03-31"
"NewEleven Mothers Day Gifts For Mom - Birthday Gifts For Mom From Kids – Unique Birthday Present Ideas For Mother, New Mom, Mom To Be, Wife From Daughter, Son, Husband - 16 Oz Coffee Glass","B0CBJSYJJS","Kitchen","1651",,"15.98","30","559","568","25","1.51","15.98","0","13","9","6","15.98","0","3","2","0","0.0","0.0",,,"0","0","0","2025-03-31"
"NewEleven Gifts For Book Lovers - Book Lovers Gifts For Women, Her, Friends - Book Accessories, Bookish Gifts For Writers, Readers, Librarian, Bookaholic, Bookworm – 16 Oz Coffee Glass","B0CCDLWRTD","Kitchen","33447",,"13.98","471","10714","14108","341","1.02","13.98","6","116","148","174","13.98","4","57","75","38","533.24","11.14",,"13.98","1","14","14","2025-03-31"
"NewEleven Coworker Leaving Gifts - Farewell, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gifts For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler","B0CDLPSMGF","Kitchen","2990",,"19.98","41","1145","1319","22","0.74","19.98","0","10","9","4","19.98","0","1","3","1","39.96","4.55",,"19.98","0","0","1","2025-03-31"
"NewEleven Gifts For Men, Dad, Husband, Friend - Birthday Gift For Women, Men - Thank You Gifts, Appreciation Gift, Graduation Presents For Men, Nurse, Teacher, Boss, Coworker – 20 Oz Tumbler","B0CDLQFJK6","Kitchen","4495",,"15.98","121","1433","1579","22","0.49","15.98","2","10","6","6","15.98","0","4","1","1","79.9","4.55",,"15.98","0","1","0","2025-03-31"
"NewEleven Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler","B0CDLQGPKC","Kitchen","188735",,"14.98","5386","90280","60335","1340","0.71","14.98","46","696","385","689","14.98","26","371","191","209","3204.79","15.6",,"14.98","11","128","44","2025-03-31"
"NewEleven Birthday Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler","B0CDLQQR6L","Kitchen","332",,"14.98","0","12","40","2","0.6","12.98","0","0","1","1","12.98","0","0","0","1","12.98","50.0",,"12.98","0","0","0","2025-03-31"
"NEWELEVEN Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job Gifts, Goodbye Gifts, Good Luck Gifts For Coworkers, Friends, Boss, Men, Women - 20 Oz Tumbler (Navy)","B0CDLSGXDY","Kitchen","2345",,"19.98","15","603","1095","20","0.85","19.98","0","4","12","3","21.98","0","1","1","0","0.0","0.0",,,"0","0","0","2025-03-31"
"NewEleven Gifts For Women – Chaos Coordinator Gifts For Women, Boss, Manager, Coworker, Best Friend - Appreciation, Inspirational Gift For Teacher, Nurse, Social Worker – 20 Oz Tumbler","B0CFQ4CDD5","Kitchen","27312",,"17.98","1212","13327","8338","260","0.95","17.98","7","140","81","92","17.98","2","48","34","33","540.93","12.69",,"17.98","0","24","7","2025-03-31"
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter, Son, Kids - Husband Gift - Birthday Present Ideas For Father, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler","B0CG8N67SJ","Kitchen","1079589",,"19.98","80296","646821","224231","11752","1.09","19.98","820","7091","2484","3565","19.98","292","2204","701","1030","21529.38","8.76",,"19.98","97","685","177","2025-03-31"
"NewEleven Mothers Day Gifts For Mom, Wife - Gifts For Mom From Daughter, Son, Kids - Unique Birthday Present Ideas For Mother, Wife, New Mama From Daughter, Son, Husband - 20 Oz Tumbler","B0CG8NHNWF","Kitchen","30517",,"19.98","624","10944","9914","285","0.93","19.98","2","81","107","82","19.98","1","25","30","15","295.7","5.26",,"19.98","0","6","8","2025-03-31"
"NewEleven Valentines Gifts For Wife - Romantic Anniversary Wedding Presents From Husband - Best Ideas For Her, Women - 20 Oz Tumbler","B0CHFDJGN6","Kitchen","6703",,"15.98","26","729","2628","68","1.01","15.98","0","12","36","13","15.98","0","4","5","4","63.92","5.88",,"15.98","0","1","3","2025-03-31"
"NewEleven Gifts For Book Lovers - Book Lovers Gifts For Women - Bookish Gift for Readers, Librarians, Bookaholics, Bookworms - Birthday Present For Women, Her, Best Friend – 20 Oz Tumbler","B0CHFFN9KD","Kitchen","8938",,"19.98","40","868","3446","66","0.74","19.98","1","10","19","22","19.98","0","2","9","2","33.56","3.03",,"13.58","0","0","2","2025-03-31"
"NewEleven Fathers Day Gift For Dad, Men - Funny Birthday Gifts For Dad, Men, Car Guys - Unique Present Idea For Father, Papa, Husband, Uncle, Guys From Daughter, Son, Kids, Wife - 20 Oz Tumbler","B0CHJ1V1RR","Kitchen","40999",,"17.98","485","9877","16023","190","0.46","17.98","8","50","72","66","17.98","3","17","27","15","271.7","7.89",,"17.98","0","4","5","2025-03-31"
"NewEleven Gifts For Coworker Friends – Work Bestie Gifts For Women Friendship - Unique Present Ideas For Coworker Leaving, Going Away, Goodbye, Farewell Party – 20 Oz Tumbler","B0CHJ3W9SQ","Kitchen","154605",,"19.98","11271","86348","34640","2338","1.51","19.98","198","1359","474","655","19.98","57","408","125","173","3663.4","7.4",,"19.98","15","120","27","2025-03-31"
"NewEleven For Mom & Pregnant Mom - 16 Oz Coffee Glass","B0CJ2BCCG3","Kitchen","276",,"17.99","0","0","1","2","0.72","17.99","0","0","0","1","17.99","0","0","0","1","17.99","50.0",,"17.99","0","0","0","2025-03-31"
"NewEleven Mothers Day Gifts For Godmother - Will You Be My Godmother From GodChild - Pregnancy Announcement Gifts For God Mother, Godmom, Godparents - 16 Oz Coffee Glass","B0CJ2CKDR8","Kitchen","156161",,"17.98","5629","86135","46440","1850","1.18","17.98","77","1121","495","1032","17.98","52","623","267","181","3341.52","9.78",,"17.98","9","128","34","2025-03-31"
"NewEleven Mothers Day Gifts For Aunt From Niece, Nephew - Cool Gifts For New Aunt, Auntie, Sister - Auntie Birthday Gift - Announcement, Promoted To Aunty - 16 Oz Coffee Glass","B0CJ2CNDQT","Kitchen","35618",,"15.98","2161","15512","11166","304","0.85","15.98","19","146","88","123","15.98","9","56","36","27","501.76","8.88",,"15.98","3","18","6","2025-03-31"
"NewEleven Fathers Day Gift For Dad - Cool Dad Gifts From Daughter - Unique Birthday Present Ideas For Father, Husband, Bonus Father, Step Papa, New Papa From Daughter - 20 Oz Tumbler","B0CJLF7CW6","Kitchen","139354",,"19.98","6253","63703","43529","989","0.71","19.98","48","461","294","398","19.98","19","187","118","115","2171.7","11.63",,"19.98","4","64","24","2025-03-31"
"NEWELEVEN Aunt Gifts – Birthday Gifts For Aunt From Niece, Nephew, Auntie Gifts Tote Bag","B0CJLGYNFX","Apparel","170",,"19.98","0","4","19","1","0.59","19.98","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-03-31"
"NewEleven Fathers Day Gift For Dad - Cool Dad Gifts From Daughter - Unique Birthday Present Ideas For Father, Husband, Bonus Papa, Step Father, New Papa From Daughter - 20 Oz Tumbler","B0CJLM3SV5","Kitchen","55143",,"19.98","1138","21419","20243","317","0.57","19.98","7","134","121","141","19.98","2","60","58","39","775.22","12.3",,"19.98","0","22","14","2025-03-31"
"NewEleven Mothers Day Gifts For Mom - Birthday Gifts For Mom From Daughter, Son, Kids, Husband - Wife Gift - Unique Present Ideas For Mother, Mother In Law, Wife, New Mama - 20 Oz Tumbler","B0CJX4XSXB","Kitchen","22047",,"19.98","1083","10796","5970","284","1.29","19.98","18","139","83","89","19.98","9","40","24","29","617.38","10.21",,"19.98","2","12","10","2025-03-31"
"NewEleven Fathers Day Gift For Grandpa From Granddaughter, Grandson - Birthday Present Ideas For Grandfather, New Grandfather, Promoted To Granddad, Grandchildren, Grandkids - 20 Oz Tumbler","B0CKYJ8WLN","Kitchen","87652",,"18.98","5654","47202","21185","962","1.1","18.98","69","568","192","365","18.98","39","223","61","115","2031.93","11.95",,"18.98","16","74","15","2025-03-31"
"NewEleven Mothers Day Gifts For New Mom 2024 – Pregnancy Gifts For First Time Mom, Pregnant Mommy, Expecting Mother, Mommy To Be, Mommy To Be - 16 Oz Coffee Glass","B0CKYKPBNV","Kitchen","22819",,"16.99","256","5287","9488","346","1.52","16.99","5","90","132","85","16.99","1","30","29","17","288.83","4.91",,"16.99","0","8","4","2025-03-31"
"NewEleven Mothers Day Gifts for Mom from Daughter, Son, Kids - Funny Mama Gifts - Best Birthday Gift Ideas for Mother, Wife, New Mom, Bonus Mother from Daughter, Son, Husband - 8 Oz Candle","B0CKYKT79X","Home","1656",,"9.99","1","118","623","5","0.3","9.99","0","0","2","1","9.99","0","0","0","0","0.0","0.0",,,"0","0","0","2025-03-31"
"NewEleven Birthday Gifts For Men, Women - Gifts For Dad, Grandpa, Husband - Thank You Gift, Appreciation Gift, Best Birthday Present For Dad, Father, Boss, Coworker - Beer Mug","B0CKYL86S1","Kitchen","4681",,"15.98","27","1049","2353","48","1.03","9.99","0","8","31","12","15.98","0","4","8","6","83.9","12.5",,"15.98","0","2","4","2025-03-31"
"NewEleven Fathers Day Gift For Dad - Dad Birthday Gifts From Daughter, Son, Kids - Husband Gift - Unique Birthday Present Ideas For Father, Husband, New Papa, Bonus Father - Beer Mug","B0CKYLPHSV","Kitchen","4894",,"9.99","17","759","2379","32","0.65","9.99","1","3","15","10","9.99","1","1","5","3","37.96","9.38",,"9.99","0","0","2","2025-03-31"
"NEWELEVEN Gifts For Dad From Daughter, Son, Kids - Gifts For Dad, Men, Husband - Best Birthday Gifts For Dad, Father, New Dad, Step Dad, Bonus Dad - Beer Mug","B0CKYLXHP8","Kitchen","2919",,"15.98","5","414","1232","21","0.72","15.98","0","2","12","4","15.98","0","1","1","1","15.98","4.76",,"15.98","0","1","0","2025-03-31"
"NewEleven Birthday Gifts For Men Women – Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him 40th 50th 60th 70th 80th From Daughter, Son, Friends – Beer Mug","B0CKYM1F5V","Kitchen","8512",,"9.99","244","2925","3766","86","1.01","9.99","3","34","41","35","9.99","3","14","16","13","129.87","15.12",,"9.99","1","5","6","2025-03-31"
"NewEleven Birthday Gifts For Men Women – Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him 40th 50th 60th 70th 80th From Daughter, Son, Friends – Beer Mug","B0CKYM1MK5","Kitchen","8269",,"15.98","114","2454","3382","49","0.59","15.98","1","17","17","21","15.98","1","9","10","7","93.89","14.29",,"15.98","0","5","2","2025-03-31"
"NewEleven 30th Birthday Gifts For Her Women - 1994 30th Birthday Decorations For Women - 30 Year Old Gifts Idea For Woman, Friends, Sister - 16 Oz Coffee Glass","B0CKYM9HQW","Kitchen","15515",,"12.99","136","2822","5633","173","1.12","12.99","4","35","62","40","12.99","2","11","13","5","64.95","2.89",,"12.99","0","2","3","2025-03-31"
"NEWELEVEN Christmas Gifts Book Lovers Book Lovers Gifts Women Her Friends Bookshelf Cup Book Accessories Bookish Gifts Writers Readers Librarian Bookaholic Bookworm – 16 Oz Coffee Glass","B0CKYMNV39","Kitchen","29407",,"15.98","483","7776","11444","423","1.44","15.98","9","116","168","152","15.98","4","51","55","30","473.38","7.09",,"14.98","0","10","11","2025-03-31"
"NEWELEVEN Birthday Gifts For Aunt From Niece, Nephew - Funny Auntie Gifts For Aunt, New Aunt, Sister - Aunt Birthday Gift, Aunt Announcement, Promoted To Aunt, Best Aunt Ever - 16 Oz Coffee Glass","B0CKYMTG4J","Kitchen","3471",,"9.99","18","675","1479","58","1.67","9.99","0","15","23","20","9.99","0","8","7","6","69.93","10.34",,"9.99","0","2","3","2025-03-31"
"NewEleven 40th Birthday Gifts For Women, Her - 1984 40th Birthday Decorations For Women - 40 Year Old Gifts For Her, Woman, Mom, Wife, Sister, Friends - 16 Oz Coffee Glass","B0CKYN27VS","Kitchen","30844",,"14.98","85","7387","12737","337","1.09","14.98","0","81","149","78","16.98","0","15","46","12","195.76","3.56",,"16.98","0","2","8","2025-03-31"
"NewEleven Birthday Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler","B0CLYRNFBT","Kitchen","54970",,"12.99","1196","24202","22029","586","1.07","12.99","16","242","254","254","12.99","8","113","106","76","963.18","12.97",,"12.99","2","37","31","2025-03-31"
"NewEleven Birthday Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler","B0CLYSGX7Q","Kitchen","24708",,"12.99","634","10752","8674","241","0.98","12.99","11","105","86","114","12.99","4","56","39","37","491.67","15.35",,"12.99","3","14","13","2025-03-31"
"NewEleven 50th Birthday Gifts For Her, Women - Vintage 1974 50th Birthday Decorations For Women - 50 Year Old Present Ideas For Wife, Mom, Grandma, Aunt, Friends, Female - 16 Oz Wine Glass","B0CM5QBW1Z","Kitchen","28612",,"29.98","585","8635","8484","178","0.62","29.98","5","64","50","22","29.98","1","10","6","5","149.9","2.81",,"29.98","0","3","1","2025-03-31"
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter - Husband Gifts - Unique Birthday Present Ideas For Father, Husband, New Papa, Bonus Father From Daughter - 20 Oz Tumbler","B0CM5R5BDX","Kitchen","1034",,"19.98","3","154","397","5","0.48","17.98","0","0","4","2","17.98","0","0","2","1","19.98","20.0",,"19.98","0","0","1","2025-03-31"
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Kids - Husband Gift - Birthday Present Ideas For Father, Husband, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler","B0CM5RJ8VD","Kitchen","53400",,"21.98","3296","25965","10356","278","0.52","21.98","14","169","53","87","21.98","2","57","17","14","299.72","5.04",,"21.98","0","9","4","2025-03-31"
"NewEleven 40th Birthday Gifts for Men Women - 1984 40 Year Old Gifts for Men, Women, Dad, Mom, Husband, Wife - Retro Trucker Hat","B0CM5RLDXX","Apparel","39712",,"12.99","208","7180","18213","258","0.65","12.99","4","44","135","60","12.99","0","14","23","20","311.76","7.75",,"12.99","0","4","10","2025-03-31"
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter - Husband Gifts - Unique Birthday Present Ideas For Father, Husband, New Papa, Bonus Father From Daughter - 20 Oz Tumbler","B0CM5RY3QS","Kitchen","1446",,"19.98","23","408","580","9","0.62","19.98","0","0","3","2","15.98","0","0","1","1","19.98","11.11",,"19.98","0","0","0","2025-03-31"
"NewEleven 60th Birthday Gifts For Women, Her - Vintage 1964 60th Birthday Decorations For Women - 60 Year Old Present Ideas For Wife, Mom, Grandma, Friends, Female - 16 Oz Wine Glass","B0CM5SQT4T","Kitchen","8615",,"29.98","57","1491","3174","56","0.65","29.98","3","12","19","6","29.98","2","1","2","2","59.96","3.57",,"29.98","2","0","0","2025-03-31"
"NewEleven 50th Birthday Gifts for Men Women - 1974 Birthday Decorations for Men Women - Gifts for Turning 50-50 Year Old Gifts for Man, Woman, Mom, Dad, Wife, Husband - Retro Trucker Hat","B0CM5T2F1V","Apparel","57000",,"12.99","726","15120","22274","389","0.68","12.99","9","111","144","88","12.99","3","24","30","30","587.94","7.71",,"12.99","0","11","8","2025-03-31"
"NewEleven 40th Birthday Gifts For Men Women - 1984 40th Birthday Decorations - Gift For Men Women Turning 40-40 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler","B0CN8ZK2X8","Kitchen","3253",,"14.98","19","515","1303","19","0.58","14.98","0","5","9","7","16.98","0","1","4","4","82.9","21.05",,"16.98","0","1","2","2025-03-31"
"NewEleven 60th Birthday Gifts For Men Women - 1964 60th Birthday Decorations For Men Women - Gifts For Turning 60-60 Year Old Gift For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler","B0CN8ZP46N","Kitchen","6199",,"17.98","1","594","2073","27","0.44","17.98","0","3","7","3","17.98","0","1","1","2","35.96","7.41",,"17.98","0","1","1","2025-03-31"
"NewEleven Father Day Gifts For Brother From Sister, Bro - Gifts For Brothers - Best Birthday Gift For Big, Little Brother, Siblings, Brothers In Law, Men - 20 Oz Tumbler Navy","B0CN926PG1","Kitchen","1466",,"19.98","42","630","487","2","0.14","19.98","0","0","2","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-03-31"
"NEWELEVEN 40th Birthday Gifts For Men Women - 1984 40th Birthday Decorations For Men Women - Gifts For Men Women Turning 40-40 Year Old Gifts For Men, Women, Mom, Dad, Wife, Husband - 20 Oz Tumbler","B0CN92WPN9","Kitchen","6969",,"14.98","7","153","797","55","0.79","14.98","1","0","7","14","14.98","0","0","3","4","63.92","7.27",,"14.98","0","0","2","2025-03-31"
"NewEleven 50th Birthday Gifts For Men Women - 1974 50th Birthday Decorations - Gifts For Men Women Turning 50-50 Year Old Gift For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler","B0CN93621G","Kitchen","1324",,"14.98","34","274","485","3","0.23","14.98","0","0","3","2","14.98","0","0","2","0","0.0","0.0",,,"0","0","0","2025-03-31"
"NewEleven 60th Birthday Gifts For Men Women - 1964 60th Birthday Decorations For Men Women - Gifts For Men Women Turning 60-60 Year Old Gifts For Men, Women, Mom, Dad, Wife, Husband - 20 Oz Tumbler","B0CN93CWYD","Kitchen","455",,"29.98","0","20","113","4","0.88","19.98","0","0","1","1","17.98","0","0","1","0","0.0","0.0",,,"0","0","0","2025-03-31"
"NewEleven 50th Birthday Gifts For Men Women - 1974 50th Birthday Decorations - Gifts For Men Women Turning 50-50 Year Old Gift For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler","B0CN93LZ5M","Kitchen","49121",,"14.98","623","16225","17484","408","0.83","14.98","5","135","133","130","14.98","2","43","44","40","618.18","9.8",,"14.98","1","13","16","2025-03-31"
"NewEleven Fathers Day Gift For Dad, Men - Funny Birthday Gifts For Dad, Men, Car Guys - Unique Present Idea For Father, Papa, Husband, Uncle, Guys From Daughter, Son, Kids, Wife - 20 Oz Tumbler","B0CNTFTNT9","Kitchen","1853",,"17.98","5","156","775","3","0.16","17.98","0","1","1","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-03-31"
"NewEleven Mothers Day Gifts For Grandma - Grandma Gifts From Granddaughter, Grandson - Birthday Gift For Grandmother, Nana, Gigi, Mimi, Grammy From Grandchildren, Grandchild - 20 Oz Tumbler","B0CQ2K12H3","Kitchen","21400",,"17.98","663","9785","6825","176","0.82","17.98","6","82","66","66","17.98","4","34","22","26","467.48","14.77",,"17.98","2","13","8","2025-03-31"
"NewEleven Fathers Day Gift For Grandpa - Grandpa Gifts From Granddaughter, Grandson - Unique Birthday Present Ideas For Grandfather, New Granddad, Promoted To Grandpa, Grandchildren - 20 Oz Tumbler","B0CQ4X98YF","Kitchen","10075",,"19.98","214","2232","3806","65","0.65","19.98","2","11","27","10","19.98","0","2","6","3","57.94","4.62",,"19.98","0","0","3","2025-03-31"
"NewEleven Mothers Day Gifts For Aunt - Aunt Gifts From Niece, Nephew - Birthday Gift For Auntie, New Aunts, Auntie, To Be Aunts - 16 Oz Coffee Glass","B0CQJZP6TK","Kitchen","414888",,"18.98","27351","251636","85644","4514","1.09","18.98","366","2737","902","1856","18.98","164","1144","335","505","10643.9","11.19",,"18.98","48","340","79","2025-03-31"
"NewEleven Personalized Monogrammed Gifts For Women – Customized Birthday Gifts For Women, Friends, Girls - Galentines Gifts For Her A - 16 Oz Coffee Glass","B0CQK23761","Kitchen","43",,"9.99","0","2","9","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2025-03-31"
"NewEleven Personalized Monogrammed Gifts For Women – Customized Birthday Gifts For Women, Friends, Girls - Galentines Gifts For Her C - 16 Oz Coffee Glass","B0CQK3CW58","Kitchen","284",,"9.99","1","19","96","1","0.35","9.99","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-03-31"
"NewEleven Personalized Monogrammed Gifts For Women – Customized Birthday Gifts For Women, Friends, Girls - Galentines Gifts For Her E - 16 Oz Coffee Glass","B0CQK47G5M","Kitchen","63",,"9.99","0","17","30","1","1.59","9.99","0","1","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-03-31"
"NewEleven Personalized Monogrammed Gifts For Women – Customized Birthday Gifts For Women, Friends, Girls - Galentines Gifts For Her H - 16 Oz Coffee Glass","B0CQK48FLS","Kitchen","331",,"8.95","0","7","50","4","1.21","6.44","0","0","1","1","6.44","0","0","0","0","0.0","0.0",,,"0","0","0","2025-03-31"
"NewEleven Personalized Monogrammed Gifts For Women – Customized Birthday Gifts For Women, Friends, Girls - Galentines Gifts For Her M - 16 Oz Coffee Glass","B0CQK4HVXN","Kitchen","1426",,"9.99","10","115","428","11","0.77","9.99","1","2","3","3","9.99","1","1","1","1","9.99","9.09",,"9.99","0","0","1","2025-03-31"
"NewEleven Personalized Monogrammed Gifts For Women – Customized Birthday Gifts For Women, Friends, Girls - Galentines Gifts For Her G - 16 Oz Coffee Glass","B0CQK4MG56","Kitchen","71",,"9.99","0","6","29","2","2.82","9.99","0","0","2","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-03-31"
"NewEleven Personalized Monogrammed Gifts For Women – Customized Birthday Gifts For Women, Friends, Girls - Galentines Gifts For Her L - 16 Oz Coffee Glass","B0CQK4MJLY","Kitchen","131",,"9.99","1","11","30","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2025-03-31"
"NewEleven Personalized Monogrammed Gifts For Women – Customized Birthday Gifts For Women, Friends, Girls - Galentines Gifts For Her J - 16 Oz Coffee Glass","B0CQK4V7V5","Kitchen","276",,"9.99","1","22","99","0","0.0",,"0","0","0","0",,"0","0","0","0","0.0",,,,"0","0","0","2025-03-31"
