Reporting Range=["Quarterly"],Select year=["2023"],Select quarter=["3"],Brand=["NEWELEVEN"]
"ASIN Title",ASIN,Category,"Impressions: Impressions","Impressions: Rating (Median)","Impressions: Price (Median)","Impressions: Same Day Shipping Speed","Impressions: 1D Shipping Speed","Impressions: 2D Shipping Speed","Clicks: Clicks","Clicks: Click Rate (CTR)","Clicks: Price (Median)","Clicks: Same Day Shipping Speed","Clicks: 1D Shipping Speed","Clicks: 2D Shipping Speed","Cart Adds: Cart Adds","Cart Adds: Price (Median)","Cart Adds: Same Day Shipping Speed","Cart Adds: 1D Shipping Speed","Cart Adds: 2D Shipping Speed","Purchases: Purchases","Purchases: Search Traffic Sales","Purchases: Conversion Rate %","Purchases: Rating (Median)","Purchases: Price (Median)","Purchases: Same Day Shipping Speed","Purchases: 1D Shipping Speed","Purchases: 2D Shipping Speed","Reporting Date"
"NewEleven Gifts For Grandma - Birthday Gifts For Grandma, Nana, Gigi, Mimi, Grammy - Best Gifts For First Time Grandma, Grandchildren, Granddaughter, Grandson, Grandkids - 20 Oz Tumbler","B0B6BWG66J","Kitchen","5342",,"14.98","153","2262","1750","79","1.48","14.98","2","31","30","18","14.98","0","7","8","7","104.84","8.86",,"14.98","0","3","3","2023-09-30"
"Anniversary for Her Him Gifts - Romantic, I Love You Gifts for Him, Her - Funny Cute Birthday Presents for Men, Women, Boyfriend, Girlfriend, Wife, Husband, Fiance, Best Friend - Lavender Candle 8 Oz","B0B6FLPLFM","Home","2245",,"18.98","34","630","921","10","0.45","18.98","0","1","4","1","18.98","0","0","1","0","0.0","0.0",,,"0","0","0","2023-09-30"
"Retirement Gifts for Women Men 2022 - Best, Funny Farewell, Goodbye, Retiring Gifts for Coworkers, Friends, Retired People, Teacher, Boss - Happy Retirement Party Decorations - Lavender Candle 8 Oz","B0B6FQ1KXG","Home","568",,"18.98","4","182","222","8","1.41","18.98","0","3","1","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2023-09-30"
"Birthday Gifts For Women - Best Friend Giftss for Women – Female Friendship Gifts, Sisters Gifts From Sister - Funny Birthday Presents Unique Gag Gifts For BFF, Bestie, Coworker - Lavender Candle 8 Oz","B0B6FR26NT","Home","150",,"18.98","1","40","65","4","2.67","32.98","0","0","1","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2023-09-30"
"Birthday Gifts for Women, Men - Best Friend Giftss for Women - Friendship Gifts for Women Friends, Sisters Gifts from Sister - Birthday Candles Gifts for Women, Best Friend, BFF - Lavender Candle 8oz","B0B6FX8JQW","Home","360",,"18.98","1","114","130","7","1.94","18.98","0","1","2","1","18.98","0","0","1","1","18.98","14.29",,"18.98","0","0","1","2023-09-30"
"Sister Gifts From Sister, Brother - Birthday Gifts For Sister - Best Funny Unique Bday Presents For Big Sister, Little Sister, Sister In Law, Sibling, Best Friend, Bestie, Women - Lavender Candle 8 Oz","B0B7HV2LGY","Home","553",,"18.98","3","112","221","11","1.99","32.98","0","1","4","1","18.98","0","0","1","0","0.0","0.0",,,"0","0","0","2023-09-30"
"40th Birthday Gifts For Women - Vintage 1982 40th Birthday Decorations For Women, Her - Best 40 Year Old Gifts Ideas For Wife, Mom, Friends, Sister - Turning 40 Presents For Female - 12Oz Wine Tumbler","B0B7M62T24","Kitchen","76420",,"16.98","2359","32297","30483","517","0.68","16.98","23","239","197","206","16.98","12","96","77","68","1063.58","13.15",,"14.98","3","37","23","2023-09-30"
"NewEleven 50th Birthday Gifts For Men Women - 1973 50th Birthday Decorations For Men Women - Gifts For Women Turning 50 - 50 Year Old Gifts For Men, Women, Mom, Dad, Wife, Husband - 20 Oz Tumbler","B0B7N8PWN3","Kitchen","89288",,"18.98","1577","24999","39176","727","0.81","18.98","18","185","329","211","18.98","7","63","90","74","1304.52","10.18",,"18.98","5","25","30","2023-09-30"
"31th Birthday Gifts For Her - Vintage 1992 31th Birthday Decorations For Her - Best 31 Year Old Gifts Ideas For Wife, Friends, Sister, Her - Turning 31 Presents for Female - 22 Oz Wine Glass","B0B8D1RZRF","Kitchen","906",,"16.98","2","24","74","22","2.43","16.98","0","0","1","2","16.98","0","0","1","0","0.0","0.0",,,"0","0","0","2023-09-30"
"22st Birthday Gifts for Her - Vintage 2001 22st Birthday Decorations For Her - Best 22 Year Old Bday Gifts Idea For Women, Friends, Daughter, Sister - Turning 22 Present For Female - 22 Oz Wine Glass","B0B8D46PLX","Kitchen","479",,"24.98","0","10","13","11","2.3","24.98","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2023-09-30"
"Gifts for Dad from Daughter, Son, Kids - Birthday Gifts for Dad, Father, Bonus Dad - Gag Gifts for Dad, Papa, Husband, Men - Cedar Candle 8 Oz","B0B9MZH5KG","Home","1500",,"14.98","34","551","582","13","0.87","14.98","0","5","6","4","14.98","0","2","2","3","39.94","23.08",,"14.98","0","2","1","2023-09-30"
"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job Gifts, Goodbye Gifts, Good Luck Gifts For Coworkers, Friends, Boss, Men, Women - 20 Oz Tumbler","B0B9RHZGFG","Kitchen","4946",,"21.98","49","1756","1967","40","0.81","21.98","0","13","19","6","21.98","0","3","1","1","21.98","2.5",,"21.98","0","0","0","2023-09-30"
"Retirement Gifts For Women 2023 - Retired Gifts For Women - Female Retirement Gifts - Coworker Leaving Gifts, Farewell Gifts, Goodbye Gift For Women, Colleagues, Coworkers, Friends - 12Oz Wine Tumbler","B0B9RLH8RV","Kitchen","1478",,"19.98","41","368","697","18","1.22","19.98","0","4","9","2","19.98","0","1","1","0","0.0","0.0",,,"0","0","0","2023-09-30"
"NewEleven Birthday Gifts For Women Friendship - Funny Gifts For Friends Female - Unique Friendship Gifts For Women, Friend, Female, Bestie, Bff, Soul Sister, Work Bestie – 16 Oz Coffee Glass","B0B9SC1JMN","Kitchen","100516",,"16.98","4094","35108","24690","958","0.95","16.98","32","336","226","288","16.98","10","96","61","65","1154.66","6.78",,"16.98","1","23","18","2023-09-30"
"NewEleven Bridal Shower Gifts - Wedding Gifts For Bride - Bride To Be, Bachelorette Gifts, Engagement Gifts For Women - Bride Gifts For Bride To Be, Fiancee, Wifey, Her - 16 Oz Coffee Glass","B0B9SCJVV7","Kitchen","97929",,"14.98","2800","37764","24203","852","0.87","14.98","39","362","266","399","14.98","17","171","125","100","1461.0","11.74",,"14.98","4","47","33","2023-09-30"
"Gifts For Mom From Daughter, Son, Kids - Christmas Gifts For Mom, Women, Wife - Best Birthday Gifts For Mom, Mother, Wife, New Mom, Bonus Mom, Mothers In Law From Daughter, Son - 16 Oz Coffee Glass","B0B9SF2R4R","Kitchen","319730",,"16.98","15792","139866","79496","2700","0.84","16.98","140","1199","619","992","16.98","48","421","231","256","4457.84","9.48",,"16.98","12","112","59","2023-09-30"
"Mothers Day Gifts For Grandma, Women - Birthday Gifts For Women, Best Friend, Mom, Sister, Wife, Coworkers, Her, Girlfriend, Daughter - Gifts For Female Friends, Grandma, Boss - 16 Oz Coffee Glass","B0B9SGJGSV","Kitchen","5263",,"16.98","246","2480","1819","45","0.86","16.98","2","13","9","7","16.98","0","5","2","5","97.88","11.11",,"16.98","0","4","1","2023-09-30"
"Congratulations Gifts For Women - Going Away Gifts, New Job Gifts For Coworkers, Friends - Graduation Encouragement Motivational Inspirational Gifts For Women, Her, Best Friend- 16 Oz Coffee Glass","B0B9SKGQWF","Kitchen","143483",,"16.98","5235","63078","38280","1246","0.87","16.98","67","534","305","406","16.98","21","178","100","148","2755.84","11.88",,"16.98","10","66","39","2023-09-30"
"Gifts For Mom From Daughter, Son, Kids - Christmas Gifts For Mom, Women, Wife - Best Birthday Gifts For Mom, Mother, Wife, New Mom, Bonus Mom, Mothers In Law From Daughter, Son - 16 Oz Coffee Glass","B0BC8QLF1R","Kitchen","19635",,"16.98","666","9283","6273","210","1.07","16.98","6","98","76","55","16.98","2","24","19","13","220.74","6.19",,"16.98","0","7","4","2023-09-30"
"Gifts For Wife From Husband - Wife Gifts, Birthday Gifts For Wife - Romantic Anniversary Wedding Gifts For Wife, Her From Husband - Best Bday Presents Ideas For Wife, Her, Women - 16 Oz Coffee Glass","B0BC8RQ4NG","Kitchen","11146",,"14.98","589","5100","3076","93","0.83","14.98","5","38","26","29","14.98","1","14","6","14","221.73","15.05",,"14.98","0","9","1","2023-09-30"
"NewEleven Aunt Gifts - Gifts For Aunt From Niece, Nephew - Birthday Gifts For Aunt, New Aunt, Auntie - Best Gifts For Sister, Aunt Announcement, Promoted To Aunt - 16 Oz Coffee Glass","B0BC8SB3Y4","Kitchen","310031",,"19.98","5543","70479","69915","2811","0.91","19.98","60","716","715","1230","19.98","30","350","262","372","7704.94","13.23",,"19.98","12","123","77","2023-09-30"
"NewEleven Gifts For Mom From Daughter, Son, Kids - Birthday Gifts For Mom - Best Birthday Gifts Ideas For Mom, Mother, Wife, New Mom, Bonus Mom From Daughter, Son, Husband - 22 Oz Wine Glass","B0BC8TKH8X","Kitchen","2243",,"16.98","40","679","961","120","5.35","21.98","1","32","44","3","24.98","0","1","1","0","0.0","0.0",,,"0","0","0","2023-09-30"
"Sister Gifts From Sister, Brother - Birthday Gifts For Sister - Best Funny Unique Bday Presents For Big Sister, Little Sister, Sister In Law, Sibling, Best Friend, Bestie, Women - 16 Oz Coffee Glass","B0BC8WBYW7","Kitchen","65683",,"16.98","3191","30324","15232","576","0.88","16.98","31","253","152","157","16.98","9","73","34","55","904.88","9.55",,"16.98","4","30","10","2023-09-30"
"NewEleven Bridal Shower Gift - Bride To Be Gifts, Bride Gifts - Bachelorette Gifts For Bride - Engagement Gifts For Women, Bride, Fiancee, Wifey - 16 Oz Coffee Glass","B0BDLH8KX3","Kitchen","621088",,"17.98","16920","203113","148595","4457","0.72","17.98","136","1451","1161","1917","17.98","59","639","443","480","9027.08","10.77",,"17.98","21","184","106","2023-09-30"
"NewEleven 21st Birthday Gifts For Women, Her - 2003 21st Birthday Decorations For Her - 21st Birthday Ideas For Women, Her, Daughter, Sister, Best Friends - 16 Coffee Glass","B0BHVNXBS6","Kitchen","204566",,"16.98","3167","67266","95288","1427","0.7","16.98","18","470","665","443","16.98","4","148","217","132","2322.32","9.25",,"16.98","2","46","68","2023-09-30"
"NewEleven Iced Coffee Cup With Bamboo Lids And Glass Straws For Boba, Smoothie, Cocktail - 16 Oz Coffee Glass","B0BHVNXNYL","Kitchen","7352",,"16.98","326","3338","2541","76","1.03","16.98","4","34","26","16","14.98","3","6","6","3","47.94","3.95",,"14.98","1","1","1","2023-09-30"
"Birthday Gifts For Women - Thank You Gifts, Women Gifts, Graduation Gifts, Inspirational Gifts For Women, Best Friend, Sister, Mom, Wife, Aunt, Her, Daughter, Coworker, Employee - 16 Oz Coffee Glass","B0BHVYX576","Kitchen","37703",,"14.98","1345","15468","11151","323","0.86","14.98","5","133","91","69","14.98","2","35","15","23","337.52","7.12",,"14.98","1","11","6","2023-09-30"
"Gifts For Mom From Daughter, Son, Kids - Birthday Gifts For Mom - Best Bday Presents For Mom, Mother, Wife, New Mom, Bonus Mom, Mother In Law, Mama From Daughter, Son, Husband - 16 Oz Coffee Glass Mom","B0BHWDNYVL","Kitchen","79308",,"16.98","3247","31063","29306","941","1.19","16.98","42","348","329","231","16.98","16","86","72","57","1007.84","6.06",,"16.98","6","27","12","2023-09-30"
"Gifts For Mom From Daughter, Son, Kids - Birthday Gifts For Mom, Wife - Cool Birthday Present Ideas For Mom, Mother, Wife, New Mom, Bonus Mom From Daughter, Son, Husband - 16 Oz Coffee Glass","B0BHWKY43D","Kitchen","19900",,"16.98","955","8765","6161","140","0.7","16.98","8","61","38","34","16.98","4","13","9","1","16.98","0.71",,"16.98","0","0","0","2023-09-30"
"Gifts for Dad from Daughter, Son, Kids - Fathers Day Gift for Dad, Men, Husband - Best Birthday Gifts for Dad, Father, Step Dad, Bonus Dad - Funny Gag Gifts Ideas for Dad - Cedar Candle 8 Oz","B0BKL8FYZJ","Home","3572",,"16.98","257","1963","964","16","0.45","16.98","2","9","5","6","16.98","1","4","1","1","16.98","6.25",,"16.98","0","1","0","2023-09-30"
"NewEleven Glass Cups With Bamboo Lids and Straws For Coffee, Boha Tea, Smoothie, Cocktail - Iced Coffee Cup, Smoothie Cup, Reusable Boba Cup - 16 Oz Coffee Glass…","B0BL6XRG9P","Kitchen","7799",,"16.98","109","1537","3046","194","2.49","14.98","3","40","75","42","14.98","2","11","13","11","182.78","5.67",,"14.98","1","4","2","2023-09-30"
"NewEleven 30th Birthday Gifts For Her Women - 1993 30th Birthday Decorations For Women - 30 Year Old Gifts Idea For Women, Friends, Sister - 16 Oz Coffee Glass","B0BP67M8BD","Kitchen","321259",,"16.98","9272","129874","128004","3180","0.99","16.98","99","1243","1295","1334","16.98","45","562","544","418","7659.17","13.14",,"16.98","12","195","165","2023-09-30"
"NewEleven 40th Birthday Gifts For Women - 1983 40th Birthday Decorations For Women - 40 Year Old Gifts For Her, Women, Mom, Wife, Sister, Friends - 16 Oz Coffee Glass","B0BP7QTHL6","Kitchen","258792",,"16.98","5708","109482","101173","2446","0.95","16.98","65","1056","898","927","16.98","21","448","336","295","5146.79","12.06",,"16.98","7","151","106","2023-09-30"
"NewEleven Sister Gifts From Sister - Birthday Gifts For Sister, Sister Birthday Gifts – Birthday Gift Ideas For Sister From Brother, Sister, Siblings - 16 Oz Coffee Glass","B0BPXZJSW1","Kitchen","248907",,"16.98","7682","109779","80516","3005","1.21","16.98","103","1357","961","772","16.98","27","366","227","253","4497.78","8.42",,"16.98","10","125","72","2023-09-30"
"Birthday Gifts For Women - Best Friend Giftss for Women – Female Friendship Gifts, Sisters Gifts From Sister - Funny Birthday Presents Unique Gag Gifts For BFF, Bestie, Coworker - Lavender Candle 8 Oz","B0BQLHVXNN","Home","30103",,"16.98","1182","12362","7719","226","0.75","16.98","6","80","49","69","16.98","2","27","11","25","488.46","11.06",,"18.98","1","14","3","2023-09-30"
"50th Birthday Gifts For Women - Vintage 1973 50th Birthday Decorations For Women - Best 50 Year Old Gifts Ideas For Wife, Mom, Sister, Friends - Turning 50 Presents For Female - 22 Oz Wine Glass","B0BR3MWM32","Kitchen","69937",,"13.98","1877","30334","27578","1137","1.63","13.98","26","512","422","326","13.98","10","157","119","95","1389.1","8.36",,"13.98","3","50","33","2023-09-30"
"NewEleven Birthday Gifts For Women Friendship - Funny Gifts For Friends Female - Unique Friendship Gifts For Women, Friend, Female, Bestie, Bff, Soul Sister, Work Bestie – 16 Oz Coffee Glass","B0BRB5SPYZ","Kitchen","54156",,"16.98","382","13348","24958","447","0.83","16.98","4","93","225","145","12.98","2","41","64","50","840.84","11.19",,"12.98","1","12","22","2023-09-30"
"NewEleven 30th Birthday Gifts For Her Women - 1993 30th Birthday Decorations For Women - 30 Year Old Gifts Idea For Women, Friends, Sister - 16 Oz Coffee Glass","B0BRB6C2YB","Kitchen","2630",,"14.99","114","1136","993","49","1.86","14.99","5","18","19","24","14.99","3","8","9","13","186.86","26.53",,"14.99","1","6","4","2023-09-30"
"NewEleven Sister Gifts From Sister, Brother - Birthday Gifts For Sister - Funny Bday Presents For Big Sister, Little Sister, Sister","B0BRB6J55H","Kitchen","12683",,"16.98","193","3219","2427","175","1.38","16.98","5","48","39","41","16.98","3","7","8","9","149.82","5.14",,"16.98","2","2","2","2023-09-30"
"40th Birthday Gifts For Women - 40th Birthday Decorations For Women, Her - Funny 40 Year Old Gifts Ideas For Wife, Mom, Best Friends, Sister - Turning 40 Presents For Female - 16 Oz Coffee Glass","B0BRB6M62N","Kitchen","2446",,"14.99","97","1050","956","46","1.88","14.99","1","18","23","18","14.99","0","5","10","8","108.92","17.39",,"12.99","0","1","5","2023-09-30"
"Farewell Gifts, Coworker Leaving Gifts - Going Away Gift For Coworker, Boss, Friends - New Job Gifts, Goodbye Gifts, Good Luck Gifts For Coworkers, Friends, Boss, Men, Women – 16 Oz Coffee Glass","B0BRB6NJCT","Kitchen","401111",,"21.98","18242","194524","100051","6657","1.66","21.98","319","3206","1676","1373","21.98","73","698","322","466","10317.48","7.0",,"21.98","30","240","101","2023-09-30"
"Sister Gifts From Sister, Brother - Birthday Gifts For Sister - Funny Bday Presents For Big Sister, Little Sister, Sister In Law, Sibling, Soul Sister, Best Friend, Bestie, Women - 16 Oz Coffee Glass","B0BRCBT14P","Kitchen","5378",,"16.98","178","2277","1882","79","1.47","16.98","2","36","30","4","13.98","0","2","1","1","13.98","1.27",,"13.98","0","1","0","2023-09-30"
"NewEleven Bridal Shower Gifts - Wedding Gifts For Bride - Bride To Be, Bachelorette Gifts, Engagement Gifts For Women - Bride Gifts For Bride To Be, Fiancee, Wifey, Her - 16 Oz Coffee Glass","B0BRCCZLL8","Kitchen","497729",,"17.98","7128","114211","144678","3699","0.74","17.98","60","808","1089","1371","17.98","17","288","382","386","7069.24","10.44",,"17.98","7","88","112","2023-09-30"
"Birthday Gifts For Women - Best Friend Birthday Gifts For Friends Female, Bestie, Bff, Soul Sister","B0BRCDZRSP","Kitchen","66822",,"16.98","2121","22114","14448","690","1.03","16.98","22","234","149","273","16.98","14","96","47","107","1852.8","15.51",,"16.98","5","39","17","2023-09-30"
"NewEleven Bridal Shower Gifts - Wedding Gifts For Bride - Bride To Be, Bachelorette Gifts, Engagement Gifts For Women - Bride Gifts For Bride To Be, Fiancee, Wifey, Her - 16 Oz Coffee Glass","B0BRCF697N","Kitchen","331625",,"17.98","6114","107064","82517","2159","0.65","17.98","46","754","593","929","17.98","16","313","263","270","4757.42","12.51",,"17.98","7","106","62","2023-09-30"
"NewEleven Coffee Lovers Gifts For Her - Introvert Coffee Gifts For Women - Sarcastic Novelty Gifts For Introverts - Funny Birthday Gifts For Women, Best Friend, Sister, Coworkers - 16 Oz Coffee Glass","B0BRCFCDFS","Kitchen","2370",,"19.98","15","404","745","56","2.36","19.98","0","8","15","16","19.98","0","3","6","1","19.98","1.79",,"19.98","0","0","0","2023-09-30"
"NewEleven Dog Mom Gifts For Women - Dog Lovers Gifts For Women, Dog Owners, Dog Mama, Dog Mom, Fur Mama","B0BRCG7S9H","Kitchen","184264",,"17.98","4666","58878","52269","1573","0.85","17.98","40","531","415","668","19.98","18","231","153","180","3529.53","11.44",,"17.98","4","72","44","2023-09-30"
"Cat Gifts For Cat Lovers - Gifts For Cat Mom, Cat Lover, Cat Lady - Cute Cat Stuff, Cat Themed Gifts For Women - Funny Birthday Gifts For Her, Women, Best Friend, Coworker - 16 Oz Coffee Glass","B0BRCJ5VYH","Kitchen","254093",,"17.98","7095","93055","92395","2526","0.99","17.98","62","878","932","1051","17.98","28","369","399","236","4319.24","9.34",,"17.98","13","87","91","2023-09-30"
"Aunt Gifts - Gifts For Aunt From Niece, Nephew - Birthday Gifts For Aunt, New Aunt, Auntie - Pregnancy Announcement, Godmother Gifts, Aunt Announcement, Promoted To Aunt - 16 Oz Coffee Glass","B0BYCRH528","Kitchen","112280",,"16.98","2585","34498","19893","996","0.89","16.98","29","333","196","362","16.98","8","121","60","107","1854.82","10.74",,"16.98","3","39","11","2023-09-30"
"NewEleven Sister Gifts From Sister - Birthday Gifts For Sister, Sister Birthday Gifts – Birthday Gift Ideas For Sister From Brother, Sister, Siblings - 16 Oz Coffee Glass","B0BYCSHGYX","Kitchen","1764",,"16.98","79","821","520","15","0.85","16.98","0","10","2","4","14.98","0","2","1","1","16.98","6.67",,"16.98","0","1","0","2023-09-30"
"NewEleven Aunt Gifts - Gifts For Aunt From Niece, Nephew - Birthday Gifts For Aunt, New Aunt, Auntie - Pregnancy Announcements, Godmother Gifts, Promoted To Aunt - 16 Oz Coffee Glass","B0BYCT1SRJ","Kitchen","507791",,"21.98","11773","130971","110354","7164","1.41","21.98","211","1999","1563","3483","21.98","93","968","690","1068","27185.86","14.91",,"21.98","27","330","185","2023-09-30"
"Birthday Gifts For Women - Mental Health, Daily Reminder, Daily Affirmations Cup - Inspirational Gifts For Women, Best Friend, Sister, Mom, Wife, Aunt, Her, Daughter, Coworker - 16 Oz Coffee Glass","B0BYDBPSBQ","Kitchen","56497",,"17.98","2637","23019","18831","1386","2.45","17.98","67","569","451","310","17.98","10","144","98","72","1340.48","5.19",,"17.98","2","41","14","2023-09-30"
"NewEleven Nurse Gifts For Women - Nurse Accessories for Work, Nursing Student, Nurse Practitioner, Registered Nurse - Nurse Gifts For Birthday, Appreciation Week, Graduation - 16 Oz Coffee Glass","B0BYDBW7PH","Kitchen","140461",,"16.98","5766","61543","52013","1581","1.13","16.98","68","652","601","601","16.98","34","262","223","136","2670.0","8.6",,"16.98","9","76","38","2023-09-30"
"NewEleven Birthday Gifts For Women - Thank You Gifts, Graduation Gifts, Inspirational Gifts For Women, Best Friend, Sister, Mom, Wife, Aunt, Her, Daughter, Coworker, Employee - 16 Oz Coffee Glass","B0BYDC9VC8","Kitchen","839",,"16.98","34","362","289","22","2.62","16.98","0","12","7","2","16.98","0","1","1","1","16.98","4.55",,"16.98","0","0","1","2023-09-30"
"Book Lovers Gifts For Women - Book Accessories, Bookish Gifts For Readers, Librarian, Bookaholic, Bookworm - Birthday Gifts For Women, Best Friend, Sister, Coworkers, Her – 16 Oz Coffee Glass","B0BYDDFNBD","Kitchen","112118",,"19.98","838","25109","47351","1934","1.72","19.98","9","390","819","935","19.98","3","189","391","189","3819.18","9.77",,"19.98","0","43","80","2023-09-30"
"NewEleven Introvert Coffee Gifts For Women - Novelty Gifts For Introverts - Funny. Birthday Gifts For Women, Best Friend, Sister, Coworkers, Aunt, Daughter, Her - 16 Oz Coffee Glass","B0BYDDYBYW","Kitchen","5188",,"19.98","30","590","891","97","1.87","19.98","0","11","7","26","19.98","0","4","3","11","216.78","11.34",,"19.98","0","1","1","2023-09-30"
"NewEleven Birthday Gifts For Women - Hello Gorgeous Gifts For Boss Lady, Women, Coworker, Friends - Gifts For Female Friends, Boss Lady - 16 Oz Coffee Glass…","B0BYDG9D83","Kitchen","3474",,"16.98","194","1846","943","35","1.01","16.98","4","14","6","9","16.98","3","4","2","4","67.92","11.43",,"16.98","2","2","0","2023-09-30"
"Gifts for Mom from Daughter, Son, Kids - Mothers Day Gifts for Mom, Women, Wife - Funny Best Birthday Gifts Ideas for Mom, Mother, Wife, New Mom, Bonus Mom, Mom to Be - Lavender Candle 8 Oz","B0BYHP62T5","Home","5395",,"18.98","133","1865","1181","59","1.09","18.98","1","22","14","22","18.98","1","7","6","6","111.88","10.17",,"18.98","1","2","2","2023-09-30"
"Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gifts For Coworkers, Colleagues, Boss, Work Bestie, Women, Friends - 16 Oz Coffee Glass","B0BZVBXMSH","Kitchen","173347",,"16.98","6747","79310","53992","2319","1.34","16.98","100","1057","742","657","16.98","29","309","204","211","3906.5","9.1",,"16.98","10","113","57","2023-09-30"
"Birthday Gifts For Women - Best Friend Giftss for Women – Female Friendship Gifts, Sisters Gifts From Sister - Funny Birthday Presents Unique Gag Gifts For BFF, Bestie, Coworker - Lavender Candle 8 Oz","B0BZW5PRZF","Home","10434",,"16.99","474","3931","3142","56","0.54","16.99","4","25","10","17","16.99","2","6","6","5","86.94","8.93",,"16.99","1","2","1","2023-09-30"
"Birthday Gifts For Women - Best Friend Giftss for Women – Female Friendship Gifts, Sisters Gifts From Sister - Funny Birthday Presents Unique Gag Gifts For BFF, Bestie, Coworker - Lavender Candle 8 Oz","B0BZW79FM9","Home","1284",,"16.99","48","472","381","1","0.08","18.98","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2023-09-30"
"NewEleven Birthday Gifts For Women - Inspirational Gifts For Women, Sister, Friend - Thank You Gifts, Appreciation Gifts, Graduation Gifts","B0C148LHY5","Kitchen","267",,"14.98","16","120","85","4","1.5","19.98","0","0","1","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2023-09-30"
"Cute Glass Coffee Cups With Lids And Straw – Heart Shaped Aesthetic Cups – Iced Coffee Cup, Coffee Tumbler, Flower Glass Tumbler – Birthday Gifts For Women, Coffee Lover - 16 Oz Coffee Glass","B0C1BS7BV8","Kitchen","8727",,"18.98","134","2517","3716","117","1.34","18.98","1","23","51","31","18.98","0","6","15","2","37.96","1.71",,"18.98","0","1","1","2023-09-30"
"NewEleven Cute Glass Coffee Cups With Lids And Straw – Strawberry Aesthetic Cups – Iced Coffee Cup, Coffee Tumbler, Flower Glass Tumbler – Birthday Gifts For Women, Coffee Lover","B0C1BWJM89","Kitchen","2848",,"18.98","91","1230","1204","60","2.11","18.98","1","23","28","11","18.98","1","7","3","0","0.0","0.0",,,"0","0","0","2023-09-30"
"NewEleven Cute Glass Coffee Cups With Lids And Straw – Smiley Face Aesthetic Cups – Iced Coffee Cup, Coffee Tumbler, Flower Glass Tumbler – Birthday Gifts For Women, Coffee Lover - 16 Oz Coffee Glass","B0C1BX851W","Kitchen","3767",,"18.98","46","1308","1769","58","1.54","18.98","3","23","29","11","18.98","1","2","7","0","0.0","0.0",,,"0","0","0","2023-09-30"
"NewEleven Cute Glass Coffee Cups With Lids And Straw – Daisy Aesthetic Cups – Iced Coffee Cup, Coffee Tumbler, Flower Glass Tumbler – Birthday Gifts For Women, Coffee Lover - 16 Oz Coffee Glass","B0C1BYB4SH","Kitchen","11018",,"18.98","399","4823","4654","136","1.23","18.98","6","69","50","16","18.98","2","9","4","1","18.98","0.74",,"18.98","1","0","0","2023-09-30"
"NewEleven Cute Glass Coffee Cups With Lids And Straw – Floral Aesthetic Cups – Iced Coffee Cup, Coffee Tumbler, Flower Glass Tumbler – Birthday Gifts For Women, Coffee Lover - 16 Oz Coffee Glass","B0C1C1F4M4","Kitchen","13992",,"18.98","316","6005","5683","182","1.3","18.98","5","58","81","29","18.98","1","15","9","6","110.88","3.3",,"17.98","0","3","3","2023-09-30"
"Housewarming Gifts For Women - House Warming Gifts New Home - Housewarming Gift, New House Gifts, First Apartment, New Home - Funny Gift Ideas For Housewarming - 16 Oz Coffee Glass","B0C1SJBGYP","Kitchen","5197",,"14.98","281","2527","1469","31","0.6","14.98","4","14","7","11","14.98","2","5","4","4","55.92","12.9",,"12.98","1","3","0","2023-09-30"
"New Mom Gifts For Women After Birth – 2023 Gifts For New Mom – Pregnancy Gifts For First Time Mom, Pregnant Mom, Expecting Mom, Mom To Be, Mommy To Be - 16 Oz Coffee Glass","B0C1SN5WVQ","Kitchen","437081",,"19.98","8321","156598","175235","5947","1.36","19.98","131","2084","2332","2091","19.98","40","771","826","503","9794.88","8.46",,"19.98","10","199","193","2023-09-30"
"Birthday Gifts For Dad From Daughter, Son, Kids - Gift For Dad, New Dad, Husband, Men - Funny Present Idea, Beer gifts For Father, Husband, Bonus Dad From Daughter, Son, Wife - Big Grip Beer Stein","B0C1TCXBJS","Kitchen","84505",,"19.98","3691","42347","25705","535","0.63","19.98","13","269","163","80","19.98","4","42","20","18","359.64","3.36",,"19.98","0","10","4","2023-09-30"
"NewEleven Sloth Gifts For Women - Sloth Gifts, Sloth Stuff For Sloth Lovers - Cute Funny Birthday Gifts For Women, Best Friend, Sister, Daughter, Coworker - 16 Oz Coffee Glass","B0C23XHCN1","Kitchen","27919",,"19.98","1025","12704","10249","511","1.83","19.98","17","216","184","174","19.98","8","76","67","24","470.52","4.7",,"19.98","1","16","5","2023-09-30"
"NewEleven Penguin Gifts For Women - Penguin Gifts, Penguin Stuff For Penguin Lovers - Cute Funny Birthday Gifts For Women, Best Friend, Sister, Daughter, Coworker - 16 Oz Coffee Glass","B0C23Y5ZYH","Kitchen","27703",,"19.98","856","12300","9650","247","0.89","19.98","7","102","88","105","19.98","2","43","36","24","479.52","9.72",,"19.98","0","13","4","2023-09-30"
